title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
귀멸의 칼날: 남매의 연,애니메이션,일본,105분,2021 .11.10 개봉,소토자키 하루오,"하나에 나츠키(카마도 탄지로 목소리), 키토 아카리(카마도 네즈코 목소리), 시모노 히로(아가츠마 젠이츠 목소리)",15세 관람가,"혈귀의 습격으로 가족을 잃은 소년 ‘탄지로’.
 유일하게 살아남은 여동생 ‘네즈코’마저 혈귀로 변해 버리고 마는데….
 
 ‘탄지로’는 ‘네즈코’를 인간으로 되돌리기 위해-
 그리고 가족을 죽인 혈귀를 심판하기 위해-
 ‘귀살대’의 길을 가기로 결의한다.
 
 혹독한 훈련 끝에 귀살대 대원으로 거듭난 ‘탄지로’는
 복수의 칼날을 들고 목숨 건 사투를 시작하는데…
 소년이여, 여동생을 구하기 위해 칼날을 들어라!
 
 인간과 혈귀가 엮어낸 애절한 오누이의 이야기가 지금 시작된다-!",https://movie-phinf.pstatic.net/20210929_12/1632893983023GtaWO_JPEG/movie_image.jpg?type=m203_290_2
귀문,"미스터리, 스릴러, 공포",한국,85분,2021 .08.25 개봉,심덕근,"김강우(도진), 김소혜(혜영), 이정형(태훈)",15세 관람가,"1990년, 귀사리의 한 수련원에서 건물 관리인이 투숙객들을 집단살해하는 사건이 발생한다.
 이후 폐쇄된 수련원에는 이승과 저승, 과거와 현재가 공존하는 초공간이 생기고 희생자들은 지박령이 되어 그곳에 갇힌다.
 
 1996년, 호러 공모전 영상을 촬영하기 위해 폐수련원에 들어갔던 대학생 3인방이 실종되고,
 폐수련원의 원혼들을 달래며 씻김굿을 하던 도진모가 의문의 죽음을 당하게 된다.
 
 2002년 현재, 심령연구소 소장 도진은 지박령을 천도시키고 어머니의 한을 풀기 위해 귀사리 폐수련원을 찾는다. 저승과 이승을 이어주는 ‘귀문’을 통해 1990년의 초공간으로 들어간 도진은 도리어 악귀에게 쫓기다가 1996년 실종된 대학생 3인방과 조우하게 되는데...
 
 귀문 너머 초공간에 갇힌 1990년의 지박령들과 그곳으로 들어간 도진 그리고 1996년에 실종되어 시간이 반복되는 또 다른 초공간에 갇힌 대학생 3인방.
 이들이 만들어내는 소름 끼치는 공포가 귀사리 폐수련원에서 펼쳐진다.
 
  들어온 자, 나갈 수 없다!
  감당할 수 있다면 ‘귀문’을 열어라!",https://movie-phinf.pstatic.net/20210825_128/1629860400954Ww13k_JPEG/movie_image.jpg?type=m203_290_2
귀신,"코미디, 공포",한국,103분,2021 .08.25 개봉,정하용,"정이랑(용자), 함건수(중남), 최이태(재민)",청소년 관람불가,"귀신이 출몰하기로 유명한 강원도 폐교회!
 초자연 미스터리 현상을 취재하는 방송국 제작진과 귀신을 쫓는 무당, 그리고 미스터리 체험단이 귀신의 실체를 밝히기 위해 찾는다. 그날 밤, 역시나 범상치 않은 기운에 기이한 경험을 하게 된다. 다음날 낮, 기겁한 이들 앞에 정체불명의 사람들이 하나 둘 나타나면서 밤보다 더 기이한 경험을 하게 되는데...
 나오라는 귀신은 안 나와도, 귀신보다 더 무서운 사건들이 득실대는 현실 공포를 경험하라!",https://movie-phinf.pstatic.net/20210813_222/1628823590789tCMCi_JPEG/movie_image.jpg?type=m203_290_2
귀여운 남자,코미디,한국,111분,2021 .01.14 개봉,김정욱,"신민재(기성), 이진리(일영), 박현상(희봉)",15세 관람가,"어린이 코딩 교육 영업소장 ‘기성’은
 사고뭉치인 아버지, 어디로 튈 지 모르는 사춘기 딸,
 동창과 재혼한 전 부인이 있는 ‘콩가루 집안’의 가장이다.
 그런 그의 유일한 꿈은 아내와 다시 합쳐 가족들과 함께 넓은 아파트에 사는 것.
 
 소심남 ‘기성’을 귀엽다고 하는 은행 직원 ‘일영’으로 인해
 그의 삶은 조금씩 뒤바뀌고, 어쩌면 ‘기성’은 가족을 다시 되찾을 수 있을 것만 같다.
 
 ‘전 방이 네 개 있는 아파트로 들어갈 거예요”
 찌질하지만 볼매, ‘귀여운 남자’의 가족 봉합 프로젝트가 시작된다!",https://movie-phinf.pstatic.net/20201127_266/1606453140911yIKIH_JPEG/movie_image.jpg?type=m203_290_2
"그 여름, 가장 차가웠던",드라마,중국,100분,2021 .06.17 개봉,주순,"등은희, 이감",15세 관람가,"3년 전 엄마가 살해된 후, 소녀 ‘자허’와 아빠의 삶은 엉망이다.
 친구들에게 왕따를 당하고, 아빠와도 마음 속 이야기를 하지 않게 된 소녀,
 그러던 어느 날 우연히 자신의 엄마를 죽인 소년 ‘유레이’와 마주치게 된다.
 예상보다 빨리 석방된 그를 보고 소녀는 분노에 휩싸이고,
 복수하고 싶은 마음으로 그에게 의도적으로 접근하게 되는데…",https://movie-phinf.pstatic.net/20210527_103/1622095334350ilR1A_JPEG/movie_image.jpg?type=m203_290_2
그녀가 사라졌다,멜로/로맨스,오스트레일리아,108분,2021 .03.17 개봉,루크 이브,"브렌튼 스웨이츠, 릴리 설리반, 조엘 잭슨",12세 관람가,"환영과 환청을 겪는 ‘데본’은
 꿈에 그리던 이상형 ‘루시’를 만나
 달콤한 데이트로 마법 같은 시간을 보낸다.
 
 그런데 꿈처럼 ‘루시’가 사라져버리고,
 주변 사람들 모두 그녀가 ‘데본’의 환상일 뿐이라고 말한다.
 
 하지만 사랑에 빠진 순간을 기억하는 ‘데본’은
 그녀를 찾아 나서는데…
 
 사라져버린 ‘루시’,
 그녀는 환상일까? 현실일까?",https://movie-phinf.pstatic.net/20210217_83/1613533547319a4Nc6_JPEG/movie_image.jpg?type=m203_290_2
그대 너머에,멜로/로맨스,한국,119분,2021 .09.09 개봉,박홍민,"김권후(한경호), 윤혜리(이지연), 오민애(이인숙)",전체 관람가,"지워져 가는 기억을 붙잡으려는 인숙.
 다른 이들의 기억 속을 헤매는 지연.
 과거의 기억 속으로 던져진 경호.
 
 서로의 기억 너머,
 존재의 의미를 찾는 히치하이커들의
 눈물겨운 사투가 시작된다!",https://movie-phinf.pstatic.net/20210826_89/16299389949688rjwR_JPEG/movie_image.jpg?type=m203_290_2
그리고 방행자,다큐멘터리,한국,93분,2021 .03.11 개봉,손원경,"방행자(본인), 손원경(본인), 김종혁(본인)",12세 관람가,"어린 시절 취미로 모은 장난감을 시작으로
 장난감 박물관 사업을 시작한 한국 최고의 장난감 수집가이자
 ‘토이키노’ 장난감 박물관 주인 ‘원경’.
 
 삼청동부터 인사동, 수많은 장소를 거쳐오며
 많은 사람들에게 추억을 선물했던 ‘토이키노’는
 언론사의 횡포로 한순간 무너지고
 ‘원경’의 고통을 지켜볼 수 없었던 어머니 ‘방행자’가 추운 거리로 나섰다.
 
 엄마이자, 예술가이자, 한 여성이었던
 장난감 집 할머니 ‘방행자’.
 ‘원경’은 그녀가 손자에게 마지막으로 남기고 간 특별한 기록을 발견한다.
 
 잊을 수 없는 기억을 남기고 떠난, 내가 사랑한 ‘할머니’
 그녀가 남긴 따뜻한 사랑과 뜨거운 기록이 시작된다!",https://movie-phinf.pstatic.net/20210218_245/1613616413839i0BYa_JPEG/movie_image.jpg?type=m203_290_2
그린 나이트,"모험, 드라마, 판타지",아일랜드,130분,2021 .08.05 개봉,데이빗 로워리,"데브 파텔, 알리시아 비칸데르, 조엘 에저튼",15세 관람가,"크리스마스 이브, 아서왕과 원탁의 기사들 앞에 나타난 녹색 기사,
 “가장 용맹한 자, 나의 목을 내리치면 명예와 재물을 주겠다”고 제안한다.
 단, 1년 후 녹색 예배당에 찾아와 똑같이 자신의 도끼날을 받는다는 조건으로.
 
 아서왕의 조카 가웨인이 도전에 응하고
 마침내 1년 후, 5가지 고난의 관문을 거치는 여정을 시작하는데…
 전설이 될 새로운 모험, 너의 목에 명예를 걸어라!",https://movie-phinf.pstatic.net/20210728_155/16274361314942FPXi_JPEG/movie_image.jpg?type=m203_290_2
극장판 귀멸의 칼날: 무한열차편,애니메이션,일본,117분,2021 .01.27 개봉,소토자키 하루오,"하나에 나츠키(카마도 탄지로 목소리), 키토 아카리(카마도 네즈코 목소리)",15세 관람가,"혈귀로 변해버린 여동생 ‘네즈코’를 인간으로 되돌릴 단서를 찾아 비밀조직 귀살대에 들어간 ‘탄지로.’
 ‘젠이츠’, ‘이노스케’와 새로운 임무 수행을 위해 무한열차에 탑승 후
 귀살대 최강 검사 염주 ‘렌고쿠’와 합류한다.
 
 달리는 무한열차에서 승객들이 하나 둘 흔적 없이 사라지자
 숨어있는 식인 혈귀의 존재를 직감하는 ‘렌고쿠’.
 
 귀살대 ‘탄지로’ 일행과 최강 검사 염주 ‘렌고쿠’는
 어둠 속을 달리는 무한열차에서 모두의 목숨을 구하기 위해
 예측불가능한 능력을 가진 혈귀와 목숨을 건 혈전을 시작하는데…",https://movie-phinf.pstatic.net/20210126_174/1611638248803840HH_JPEG/movie_image.jpg?type=m203_290_2
극장판 도라에몽: 진구의 신공룡,"애니메이션, 모험",일본,110분,2021 .08.05 개봉,이마이 카즈아키,"윤아영(도라에몽 한국어 목소리), 김정아(진구 한국어 목소리), 최낙윤(퉁퉁이 한국어 목소리)",전체 관람가,"진구는 공룡 엑스포 화석 발굴 체험에서 발견한 화석을 공룡알이라고 굳게 믿는다.
 도라에몽의 비밀도구 타임 보자기로 화석을 되돌리자 새로운 종의 쌍둥이 공룡이 태어났다!
 진구를 닮아 미덥지 못한 큐와 말괄량이 뮤.
 사랑을 듬뿍 주며 키우지만, 함께 살아가는 것이 어렵다는 것을 깨달은 진구는
 큐와 뮤를 원래 시대로 데려다 주기로 결심하고,
 친구들과 함께 6,600만 년 전 백악기로 모험을 떠난다!
 도라에몽의 비밀도구와 공룡들의 도움으로 공룡의 발자국을 따라
 진구와 친구들이 도착한 곳은 바로 수수께끼의 섬.
 공룡이 멸종했다고 알려진 백악기에서 큐와 뮤, 그리고 진구를 기다리고 있는 운명은?!",https://movie-phinf.pstatic.net/20210805_35/1628142193088hCOyc_JPEG/movie_image.jpg?type=m203_290_2
극장판 마이 리틀 포니: 새로운 희망,"애니메이션, 모험",미국,90분,2021 .09.22 개봉,"로버트 컬린, 호세 L. 우차 엔리쿠에즈, 마크 파티베네","제인 크라코스키, 바네사 허진스, 제임스 마스던",전체 관람가,"포니, 페가수스, 유니콘이 함께 조화를 이루며 살던 이퀘스트리아.
 하지만 평화가 사라져버린 그곳, 신비로운 마법의 힘마저 잃었다.
 
 예전처럼 모두가 친구가 될 수 있다고 믿는 어스 포니 ‘써니’에게
 신비한 뿔을 가진 유니콘 ‘이지’가 나타나고, 운명처럼 친구가 된 둘은
 잃어버린 이퀘스트리아의 마법과 우정을 되찾기 위해 머나먼 모험을 떠나는데…
 
 과연, 친구들은 사라진 마법의 힘을 되찾을 수 있을까?
 
 거대한 세계를 뒤바꿀 작은 포니들의 새로운 모험이 시작된다!",https://movie-phinf.pstatic.net/20210902_69/1630551063783FBxOi_JPEG/movie_image.jpg?type=m203_290_2
극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,"애니메이션, 액션, 모험",영국,71분,2021 .04.28 개봉,블레어 시몬스,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",전체 관람가,"평화로운 일상을 보내고 있던 옥토넛은
 태평양을 둘러싼 ‘불의 고리’에서 화산 폭발이 일어나고 있음을 알게 된다.
 생태계 구조를 위해 뜨거운 불길 속으로 앞다투어 뛰어드는 옥토넛.
 계속해서 대폭발이 일어나자, 옥토넛의 만능 엔지니어 트윅은
 마침내 최후의 수단을 꺼내는데…
 그것은 바로 옥토넛 전원이 탑승해 조종할 수 있도록 ‘메가 합체’되는
 사마귀 새우 모양의 메가 탐험선 Z!",https://movie-phinf.pstatic.net/20210402_32/1617325209162bccjm_JPEG/movie_image.jpg?type=m203_290_2
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,애니메이션,일본,103분,2021 .09.15 개봉,쿄고쿠 타카히코,"박영남(짱구 목소리), 김환진(짱구 아빠 목소리), 강희선(짱구 엄마 목소리)",전체 관람가,"아이들의 낙서가 사라져 붕괴 위기에 처한 낙서왕국은
 낙서 에너지를 모으기 위해 지구 침공을 시작한다.
 
 낙서왕국의 위험한 작전을 막기 위해
 지상의 용사로 선택 받은 짱구는
 그림에 생명을 불어넣는 ‘미라클 크레용’을 얻게 된다.
 
 쓰윽 쓰윽~ 그려 그려~!
 짱구가 미라클 크레용으로 그림을 그리자
 브리프, 가짜 이슬이 누나, 부리부리 용사가
 스케치북 밖으로 튀어나오는데..!
 
 과연, 크레용 용사 짱구는 낙서 용사들과 함께
 위험에 빠진 떡잎마을과 세계를 구할 수 있을까?!",https://movie-phinf.pstatic.net/20210915_97/16316820287099vGmY_JPEG/movie_image.jpg?type=m203_290_2
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,"애니메이션, 액션, 판타지",일본,89분,2021 .02.25 개봉,스에자와 케이,"미야노 마모루(베디비어), 시마자키 노부나가(후지마루 리츠카), 타카하시 리에(마슈 키리에라이트)",15세 관람가,"길고도 긴 여행이었다―.
 유랑의 기사가 맞이하는 여행의 끝.
 서력 1273년 예루살렘.
 과거의 벗과 칼을 겨누게 된다 해도, 먼 옛날의 과오와 마주하게 된다 해도,
 최후의 충절을 다하기 위해 베디비어는 열풍이 불어닥치는 모래의 대지 위를 걷는다.
 이것은 한 기사의 이야기.",https://movie-phinf.pstatic.net/20210204_295/1612419766484OyfWj_JPEG/movie_image.jpg?type=m203_290_2
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,"애니메이션, 액션, 판타지",일본,96분,2021 .08.26 개봉,아라이 카즈토,"미야노 마모루(베디비어), 시마자키 노부나가(후지마루 리츠카), 타카하시 리에(마슈 키리에라이트)",15세 관람가,"방랑의 기사 베디비어와 칼데아 일행이 향한 특이점― 서력 1273년의 예루살렘. 백성들은 집을 잃고 쫓겨났으며, 그 땅은 세 개의 세력이 대치하고 있는 불모지가 되어 있었다.
 
 백아의 성을 쌓고 백성들을 살육하는 사자왕과 '원탁의 기사'를 쓰러뜨리기 위해, 베디비어 일행은 '산의 백성'과 힘을 합쳐 싸운다. 사투 끝에 소중한 동료를 잃은 그들은 강대한 힘을 가진 '태양왕 오지만디아스'에게 동맹을 요청한다.
 하지만 오지만디아스는 사자왕의 계획에 대해 말하며 자신의 백성들을 지키겠다는 이유로 제안을 일축해버린다.
 
 베디비어 일행은 사자왕의 진의를 알고 전율하지만, 동료들과 함께 그 계획을 저지하기 위해 성도 카멜롯으로 진격할 것을 결의한다.
 
 그리고 드디어 성도 결전의 날을 맞이한다.
 냉혹 무도의 끝을 달리는 사자왕의 진짜 목적은? 약속된 멸망의 세계에서 인류를 구제할 방법이란? 용서받지 못할 죄를 짊어진 베디비어가 맞이하는 결말은?
 
 ―가장 슬프고 아름다운 Fate가 이곳에서 완결된다.",https://movie-phinf.pstatic.net/20210811_241/1628656879265GeTrk_JPEG/movie_image.jpg?type=m203_290_2
