title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
부기,드라마,미국,90분,2021 .04.21 개봉,에디 황,테일러 타카하시(알프레드 ‘부기’ 친),15세 관람가,"언젠가 NBA에서 활약할 날을 꿈꾸는 농구 유망주 ‘알프레드 부기 친’(테일러 타카하시)은 대학 진학과 장학금 문제로 부모님과 대립하기 시작하고, 엎친 데 덮친 격으로 아시아계 2세대로서의 정체성 고민, 라이벌과의 실력 차이, 여자친구와의 갈등까지 겪게 되면서 이를 해결하기 위해 고군분투하는 이야기",https://movie-phinf.pstatic.net/20210331_236/16171707681531cr2d_JPEG/movie_image.jpg?type=m203_290_2
북샵,드라마,스페인,112분,2021 .06.24 개봉,이자벨 코이젯트,"에밀리 모티머, 빌 나이, 패트리시아 클락슨",전체 관람가,"‘플로렌스’는 남편과 처음 만나 사랑에 빠진 특별한 장소이기도 했던
 작은 바닷가 마을 하드버러에서 영리한 소녀 ‘크리스틴’을 채용해 서점을 운영하기 시작한다.
 작고 외진 마을에서 서점을 운영한다는 사실이 알려지자
 마을 최고 권력자인 가맛 부인은 서점 자리에 문화센터를 세운다는 핑계로
 온갖 경제력과 인맥을 동원해 방해하기 시작하는데…!
 
 책을 통해 삶의 희망을 찾아나선 플로렌스의 용기 있는 도전이 시작된다!",https://movie-phinf.pstatic.net/20210616_228/1623822185768ssWPl_JPEG/movie_image.jpg?type=m203_290_2
북스마트,코미디,미국,102분,2021 .01.27 개봉,올리비아 와일드,"케이틀린 디버(에이미), 비니 펠드스타인(몰리)",15세 관람가,"꿈도, 연애도, 다이어트도
 모든 것이 완벽할 것 같은 스무 살이
 가장 기대되는 나이 열아홉♥
 
 아이비리그에 합격한 ‘에이미’와 ‘몰리’는
 대학과 스펙이 인생의 전부라 믿는 파워 범생이.
 
 춤은 글로, 파티는 책으로 배운 두 사람은
 고3의 마지막 졸업 파티에서
 잊을 수 없는 레전드 핵인싸가 되기 위해
 사상 초유의 일탈을 계획하는데…
 
 ‘지금 이 순간 아니면 절대 할 수 없어’
 
 이 구역을 뒤.집.어.놓.으.셨.다!
 대리 만족 100% 현실 공감 200%
 모두가 원하는 Last Night이 시작된다!",https://movie-phinf.pstatic.net/20210112_208/16104428834658s1yS_JPEG/movie_image.jpg?type=m203_290_2
분노의 질주: 더 얼티메이트,액션,미국,142분,2021 .05.19 개봉,저스틴 린,"빈 디젤(도미닉 토레토), 존 시나(제이콥 토레토), 성 강(한)",12세 관람가,"도미닉(빈 디젤)은 자신과 가장 가까웠던 형제 제이콥(존 시나)이 사이퍼(샤를리즈 테론)와 연합해
 전 세계를 위기로 빠트릴 위험천만한 계획을 세운다는 사실을 알게 되고,
 이를 막기 위해 다시 한 번 패밀리들을 소환한다.
 
 가장 가까운 자가 한순간, 가장 위험한 적이 된 상황
 도미닉과 패밀리들은 이에 반격할 놀라운 컴백과 작전을 세우고
 지상도, 상공도, 국경도 경계가 없는 불가능한 대결이 시작되는데…",https://movie-phinf.pstatic.net/20210421_37/1618971733493B4ykS_JPEG/movie_image.jpg?type=m203_290_2
불어라 검풍아 - 감독판,액션,한국,99분,2021 .04.08 개봉,조바른,"안지혜(연희), 이민지(지나)",15세 관람가,"대한민국 최고의 여성 액션 스타를 꿈꾸는 ‘연희’
 우연히 검술 실력으로 목숨이 좌지우지되는
 기묘한 평행세계로 빠져버린다.
 
 자신을 귀인으로 여기는 세계에서
 ‘연희’는 악당을 물리치며 정의 구현을 위해 힘쓴다.
 그러던 어느 날, 진짜 ‘귀검’이 등장하며 사건은 꼬이기 시작하는데..!
 
 쥐어진 한 자루의 검! 진짜 나를 깨워라!",https://movie-phinf.pstatic.net/20210818_261/1629275473133PUKmI_JPEG/movie_image.jpg?type=m203_290_2
붉은사랑,"드라마, 전쟁",홍콩,95분,2021 .09 개봉,엄호,"임청하(소화), 진한(장능재)",15세 관람가,"한 청년과 사랑에 빠진 소녀 소화는 아버지의 반대로 감금된 다락방에서 자살하면서 영화는 시작된다. 시간이 지나 그녀의 아버지는 세상을 떠나고 소화는 작가가 되었다. 그녀의 열렬한 팬이라는 중년 남자 장능재는 일본 정부를 위해 일하는 매국노였다. 장능재와 사랑에 빠진 소화는 가장 친한 친구인 월봉과의 재회로 갈등하게 된다. 월봉의 애인은 항일투쟁가로 사랑과 우정의 사이에서 고뇌하지만, 아픈 현실을 그대로 받아들인다.
 1945년 일본의 항복 선언으로 장능재는 체포되어 구속될 운명에 처하지만, 시골로 탈출한다. 사랑을 찾아 시골까지 내려간 소화는 그의 애정 행각을 알게 되고 그의 배신에 좌절한다. 월봉의 도움으로 기력을 회복한 소화는 자신의 분신과도 같았던 월봉의 죽음 앞에 처절한 고통을 맛보게 된다. 중국 내란의 소용돌이 속에 방황하던 소화는 장능재와의 재회로 또 다른 국면을 맞게 되고 그에 대한 끝없는 사랑으로 자신을 희생하여 그를 지켜낸다.",https://movie-phinf.pstatic.net/20210628_176/1624869955565cnYSa_JPEG/movie_image.jpg?type=m203_290_2
뷰티 인 더 글라스,SF,미국,80분,2021 .02.18 개봉,매튜 케인,"라리사 올레이닉, 리차드 카인드, 크리스틴 돈런",15세 관람가,"안경을 쓰면 보이는 꿈의 이상형
 
 은퇴를 하는 ‘펠릭스’는
 무의식 속의 이상형을 증강현실로 구현해 주는
 특별한 안경 ‘어기’를 선물 받는다.
 
 무료하던 ‘펠릭스’의 일상은
 안경 ‘어기’ 속 ‘그녀’로 인해 점점 변하기 시작하는데…",https://movie-phinf.pstatic.net/20210215_42/1613366661150WzviY_JPEG/movie_image.jpg?type=m203_290_2
뷰티풀 다크니스,"드라마, 멜로/로맨스",미국,93분,2021 .09 개봉,"앤디 델라니, 몬티 화이트블룸","섀넌 타벳, 에이단 터너, 벤자민 워커",15세 관람가,"'선택적 지각 오류'라는 증상으로 살아 있는 어머니의 존재를 인식하지 못한 채 살고 있는 엘리자베스.
 어느 날, 남자친구이자 심리학자인 파머의 사무실에 갔다가
 자신이 인식하지 못하는 또 다른 존재가 있다는 걸 알게 되면서 엘리자베스는 혼란에 빠지는데...",https://movie-phinf.pstatic.net/20210818_26/1629264123119fRKBg_JPEG/movie_image.jpg?type=m203_290_2
브라더,액션,한국,97분,2021 .10.07 개봉,신근호,"조재윤(정용식), 정진운(신강수)",15세 관람가,"정의감과 패기로 똘똘 뭉친 강력계 형사 ‘강수’.
 어느 날 그에게 마약 밀수입 등의 악질 범죄를 일삼는
 거대 조직의 정보가 담긴 발신자 불명의 제보가 들어온다.
 
 범죄 소탕을 위해 조직에 위장 잠입한 ‘강수’는
 회장의 오른팔 ‘용식’ 밑에서 조직 생활을 시작하고
 각자의 목적을 위해 한 팀이 된 두 사람은 묘한 우정을 느낀다.
 
 “이런 일이 안 어울린다고, 강수 너한테는”
 한편, ‘강수’는 계속되는 비밀 수사 중 신분 들통 위기에 처하고
 사건을 파헤칠수록 조직과 얽힌 충격적인 진실을 마주하는데…
 
 복수와 배신이 교차하는 세계에 뛰어든 두 남자,
 누구도 믿지 못할 팀플레이가 시작된다!",https://movie-phinf.pstatic.net/20210923_272/16323630541200iQPb_JPEG/movie_image.jpg?type=m203_290_2
브레이브 언더 파이어,액션,러시아 연방,107분,2021 .03.17 개봉,알렉세이 누즈니,"콘스탄틴 카벤스키, 이반 얀콥스키",12세 관람가,"과거 화재 현장에서 사고로 동료 대원을 잃은 소방 팀장 ‘안드레이’.
 아픈 상처가 아물기도 전, 사상 최악의 화재가 발생한다.
 
 모든 것이 불타고 있는 시베리아의 화재 현장 속,
 ‘안드레이’를 필두로 한 팀이 된 6명의 소방 진압 대원들이 불길로 출동한다.
 최악의 산불을 진압하고 화마로부터 살아남을 수 있을 것인가?
 
 살아남을 마지막 기회, 생사의 갈림길에 놓인 자들!
 불길로 뛰어든 영웅들의 마지막 사투가 시작된다!",https://movie-phinf.pstatic.net/20210309_295/1615268177620WO9Op_JPEG/movie_image.jpg?type=m203_290_2
브레이브 하트2,"액션, 전쟁",오스트레일리아,123분,2021 .08 개봉,리처드 그레이,앵거스 맥페이든,15세 관람가,"1306년, 스코틀랜드.
 윌리엄 월리스가 죽은 후 권력 있는 가문들은 잉글랜드 왕실과 손잡았지만,
 '로버트 더 브루스'는 독립의 희망을 잃지 않고 계속 싸운다.
 
 하지만 계속되는 전투로 막대한 군사적 손실을 입고
 설상가상으로 목에 현상금까지 걸리면서
 그는 자신의 부하들로부터도 쫓기는 신세가 되는데...
 
 스코틀랜드의 영웅,
 '로버트 더 브루스'의 이야기는 아직 끝나지 않았다!",https://movie-phinf.pstatic.net/20210719_76/1626681528672xwrex_JPEG/movie_image.jpg?type=m203_290_2
블라이스 스피릿,"판타지, 코미디",영국,99분,2021 .06.30 개봉,에드워드 홀,"주디 덴치, 댄 스티븐스, 레슬리 만",12세 관람가,"뮤즈였던 전처 ’엘비라’의 죽음 이후
 슬럼프에 빠진 작가 ‘찰스’는
 영감을 얻기 위해 사랑하는 아내 ‘루스’와 함께
 심령술사 ‘마담 아카티’를 찾아가 강령회를 제안한다
 
 ‘마담 아카티’의 진지한 퍼포먼스에도 불구하고
 아무 일도 일어나지 않자 다들 코웃음 쳤지만
 그 날 밤, ‘찰스’ 앞에 죽은 ‘엘비라’가 나타나는데…
 
 목숨 건 살벌한 삼각관계가 시작된다!",https://movie-phinf.pstatic.net/20210518_236/162130414403674Ddt_JPEG/movie_image.jpg?type=m203_290_2
블라인드,"드라마, 멜로/로맨스",네덜란드,103분,2021 .01.14 개봉,타마르 반 덴 도프,"요런 셀데슬라흐츠(루벤), 핼리너 레인(마리아), 카테리네 베르베케(캐서린)",15세 관람가,"앞을 보지 못하는 ‘루벤’. 후천적으로 시력을 잃고 짐승처럼 난폭해진 그를 위해 어머니는 책을 읽어주는 사람을 고용하지만 다들 오래가지 못해 그만둔다. 새로운 낭독자로 온 ‘마리’가 첫만남에서부터 루벤을 제압한다. 마리는 어릴 적 학대로 얼굴과 온몸에 가득한 흉측한 상처와 남들과 다른 모습에 사람들의 시선을 피해 다니지만 볼 수 없는 루벤 앞에서만은 자신을 드러낸다.
 루벤은 [눈의 여왕]을 읽어주는 마리의 기품 있는 목소리와 단호한 행동에 관심을 갖고, 마리를 아주 아름다운 모습일 거라 상상하며 사랑에 빠진다. 누군가에게 사랑 받는 것이 처음인 마리 역시 낯선 이 감정이 사랑임을 깨닫고 마음을 연다.
 하지만 루벤이 수술로 눈을 치료할 수 있게 되면서 마리는 자신을 보고 실망할 것이 두려워 그의 곁을 떠난다.
 이제 모든 것을 볼 수 있게 된 루벤은 사라진 마리를 찾아 방황하는데…",https://movie-phinf.pstatic.net/20201216_148/1608099443338BQaNC_JPEG/movie_image.jpg?type=m203_290_2
블랙 위도우,"액션, 모험, SF",미국,134분,2021 .07.07 개봉,케이트 쇼트랜드,"스칼릿 조핸슨(나타샤 로마노프 / 블랙 위도우), 플로렌스 퓨(옐레나 벨로바), 레이첼 와이즈(멜리나 보스토코프)",12세 관람가,"어벤져스의 히어로 블랙 위도우, ‘나타샤 로마노프’ (스칼렛 요한슨)는
 자신의 과거와 연결된 레드룸의 거대한 음모와 실체를 깨닫게 된다.
 
 상대의 능력을 복제하는 빌런 ‘태스크마스터’와 새로운 위도우들의 위협에 맞서
 목숨을 건 반격을 시작하는 ‘나타샤’는 스파이로 활약했던 자신의 과거 뿐 아니라,
 어벤져스가 되기 전 함께했던 동료들을 마주해야만 하는데…
 
 폭발하는 리얼 액션 카타르시스!
 MCU의 새로운 시대를 시작할 첫 액션 블록버스터를 만끽하라!",https://movie-phinf.pstatic.net/20210617_272/1623906098516QjpeS_JPEG/movie_image.jpg?type=m203_290_2
블랙핑크 더 무비,공연실황,한국,99분,2021 .08.04 개봉,"오윤동, 정수이",블랙핑크,전체 관람가,"지수, 제니, 로제, 리사 4인 멤버로 구성된 블랙핑크는 2016년 8월 8일 세상에 첫 발을 내디딘 후 팬덤 ‘블링크’와 함께 폭발적인 성장을 이뤄왔다.
 숨 가쁘게 달려온 5년 동안, 지나온 시간만큼 차곡차곡 쌓인 추억들, 그리고 무대에서의 기쁨. 가장 빛나는 순간들을 언제나 함께했던 팬들과 나누는 영화가 바로 ‘블랙핑크 더 무비(BLACKPINK THE MOVIE)’이다.
 
 영화에는 데뷔 후 5년간의 추억을 함께 나누는 ‘기억의 방’, 개성이 뚜렷한 4인의 강렬한 이미지 컷이 담긴 ‘Beauty’, 팬들에게 전하는 ‘미공개 스페셜 인터뷰’ 등 오롯이 그녀들에게 집중된 이야기가 다양한 시퀀스에 담겨 펼쳐진다.
 또한 국적과 성별을 초월해 뛰어난 퍼포먼스로 세계를 사로잡은 가장 ‘블랙핑크’다운 무대가 극대화된 현장감으로 스크린을 채운다. 극장 최적화로 재편집된 2021년 ‘THE SHOW’ 및 2018년 ‘IN YOUR AREA’ 공연 실황을 포함해 10여 곡이 넘는 블랙핑크의 히트곡 무대와 리허설 과정, 공연을 준비하는 멤버들의 모습을 담은 ‘블랙핑크 더 무비(BLACKPINK THE MOVIE)’는 전 세계의 ‘블링크’와 블랙핑크가 함께하는 ‘우리들의 파티’같은 시간을 선사할 단 하나의 영화이다.",https://movie-phinf.pstatic.net/20210728_52/1627460563825oHtpq_JPEG/movie_image.jpg?type=m203_290_2
블러드 비스트,"액션, 공포",미국,80분,2021 .08.26 개봉,스티븐 모라나,"스티븐 모라나, 아리 밀런, 콜므 포어",청소년 관람불가,"붉은 보름달이 뜨는 특별한 저녁, 새로운 공포 게임 앱 ""Werewolves Awaken""의 화려한 런칭 파티가 성대하게 열리고 있다. 천재적인 젊은 개발자 어거스트는 회사에서 떠밀리다시피 파티에 참석한 상황. 게임을 ""야수의 표식""으로 비난하는 로만 신부의 갑작스런 등장으로 어수선해지고, 더구나 잔인하게 훼손된 시체가 발견되면서 파티는 아수라장이 된다. 마침내 살인자는 무시무시한 이빨과 발톱을 드러내고 생존자들과의 처절한 살인게임이 벌어진다.",https://movie-phinf.pstatic.net/20210720_202/1626764332857gKHid_JPEG/movie_image.jpg?type=m203_290_2
블러드 앤 머니,"드라마, 스릴러",미국,90분,2021 .07 개봉,존 바,"톰 베린저, 크리스튼 헤거, 폴 밴 빅터",15세 관람가,"전직 해병이자 베테랑 사냥꾼 짐(톰 베린저)은 사람조차 뜸한 설산에서 야생 사슴을 사냥하며 홀로 지낸다.
 어느 날 사냥을 하던 짐은 낯선 여자를 사슴으로 오인하여 쏘게 되지만 너무 당황한 나머지 죽어가는 여자를 놔둔 채 황급히 도망친다.
 술집에서 카지노 무장강도단에 관한 뉴스를 보면서 자신이 죽인 여자가 120만 달러를 가지고 달아났던 용의자 중 한 명이란 걸 알게 되고,
 죄책감과 괴로움에 빠져 잠들기 전 당시 상황을 떠올리다 사고현장에 담배꽁초를 떨어뜨린 걸 알고 더욱 혼란스런 상황으로 빠져든다.
 다음날 사건 현장으로 돌아온 짐은 담배꽁초를 회수하고, 시체 옆에 놓인 돈가방까지 챙겨 나오지만 자신들이 훔친 거액을 찾기 위해 숲을 수색하던 강도단들과 마주치면서 생존을 위한 사투를 벌이게 된다.
 무장강도단의 추격을 피하면서 총상과 추위에 생사를 넘나들지만 녹슬지 않은 사격실력과 기지를 발휘해 원샷원킬로 강도단을 한 명씩 처리하고, 돈을 갖고 탈출할 수 있는 차량까지 확보하는 짐.
 그러나 그는 아픈 딸의 치료비로 고생하는 웨이트리스 데비(크리스트 헤이거)를 떠올리며 돈의 위치가 그려진 편지를 그녀 앞으로 남기고, 부상당한 몸으로 마지막 남은 강도단 두목을 처단하기 위해 나서는데..",https://movie-phinf.pstatic.net/20210713_138/1626163460487exVOB_JPEG/movie_image.jpg?type=m203_290_2
블러드하운드,"미스터리, 스릴러",미국,73분,2021 .01.07 개봉,제이슨 리처드 밀러,"에드 애커먼, 제스 알렌",15세 관람가,"사건을 카메라로 기록하는 사설 탐정 ‘에이블 워커’는
 실종된 전 부인 ‘마리아’를 찾아달라는
 ‘빌’의 의뢰를 받고 수사에 착수한다.
 ‘마리아’의 남친 ‘리’를 추적하던 중,
 심상치 않은 뭔가가 있음을 알게 된 ‘에이블’은
 돌이킬 수 없는 수렁에 빠지고야 마는데…!
 
 미궁에 빠진 실종과 살인사건!
 과연 범인은 누구인가?!",https://movie-phinf.pstatic.net/20201215_271/1608016792565fKvS4_JPEG/movie_image.jpg?type=m203_290_2
블루버드 인 마이 하트,"범죄, 액션, 드라마",프랑스,89분,2021 .03.15 개봉,제레미 게즈,"로랜드 몰러, 로라 르 란, 벨 배턴스",청소년 관람불가,교도소에서 출소한 대니는 로랑스와 클라라 모녀가 운영하는 낡은 모텔에서 새 삶을 시작하게 되고 10대 소녀 클라라는 대니를 보며 감옥에 있는 아빠를 떠올리며 그에게 스스럼없이 다가간다. 소녀의 순수한 모습에 마음을 조금씩 여는 대니는 어느 날 클라라가 마약딜러로부터 강간을 당하는 모습을 뒤늦게 발견하고 클라라를 위해 복수를 준비하게 되는데...,https://movie-phinf.pstatic.net/20210310_84/1615343615343ewX5q_JPEG/movie_image.jpg?type=m203_290_2
비밀의 정원,드라마,한국,110분,2021 .04.08 개봉,박선주,"한우연(정원), 전석호(상우)",12세 관람가,"이사를 준비하며 행복한 미래를 꿈꾸는 정원과 상우 부부
 다정하고 든든한 이모와 이모부
 10년 전 비밀을 간직하고 있는 엄마와 동생
 
 어느 날 걸려온 전화 한 통이 말하고 싶지 않았던 정원의 과거를 떠올리게 하고
 평화롭던 가족들의 일상에도 변화를 가져온다.",https://movie-phinf.pstatic.net/20210316_102/1615869903057Yyhg8_JPEG/movie_image.jpg?type=m203_290_2
비와 당신의 이야기,"드라마, 멜로/로맨스",한국,117분,2021 .04.28 개봉,조진모,"강하늘(영호), 천우희(소희)",전체 관람가,"“이건 기다림에 관한 이야기다""
 뚜렷한 꿈도 목표도 없이 지루한 삼수 생활을 이어가던 ‘영호'(강하늘),
 오랫동안 간직해온 기억 속 친구를 떠올리고 무작정 편지를 보낸다.
 
 자신의 꿈은 찾지 못한 채 엄마와 함께 오래된 책방을 운영하는 ‘소희'(천우희)는
 언니 ‘소연’에게 도착한 ‘영호'의 편지를 받게 된다.
 
 “몇 가지 규칙만 지켜줬으면 좋겠어.
 질문하지 않기, 만나자고 하기 없기 그리고 찾아오지 않기.”
 
 ‘소희'는 아픈 언니를 대신해 답장을 보내고 두 사람은 편지를 이어나간다.
 우연히 시작된 편지는 무채색이던 두 사람의 일상을 설렘과 기다림으로 물들이기 시작하고,
 ‘영호'는 12월 31일 비가 오면 만나자는 가능성이 낮은 제안을 하게 되는데...",https://movie-phinf.pstatic.net/20210405_289/1617598543594hmu5r_JPEG/movie_image.jpg?type=m203_290_2
비커밍 아스트리드,드라마,스웨덴,123분,2021 .05.12 개봉,페르닐레 피셔 크리스텐센,"알바 어거스트, 마리아 보네비, 트린 디어홈",15세 관람가,"‘아스트리드’는 자기 주관이 뚜렷한 10대 소녀다.
 1920년대 스웨덴의 시골에서 10대 소녀에게 허락된 일이란
 집안일을 돕거나, 동생들을 돌보거나 하는 그저 허드렛일뿐.
 게다가 기독교 집안인 까닭에 이성교제는 물론
 머리모양조차 마음대로 할 수 없을 만큼 엄격하다.
 하지만 딸의 글 솜씨를 누구보다 잘 알고 아끼는 아버지는
 ‘아스트리드’를 지역 신문사의 인턴으로 일할 수 있게 힘쓴다.
 그곳에서 그녀는 삶의 전환을 맞닥뜨리게 되는데…
 
 말괄량이 소녀 ‘아스트리드’가 전설의 작가 ‘린드그렌’이 되기까지
 그녀의 가장 결정적인 삶의 모먼트를 만난다!",https://movie-phinf.pstatic.net/20210414_217/1618366624285whC1p_JPEG/movie_image.jpg?type=m203_290_2
비하인드 유,공포,미국,86분,2021 .10.28 개봉,"앤드류 메참, 매튜 웨든","애디 밀러(올리비아), 잔 브로버그 펠트(베스), 필립 브로디(찰스)",15세 관람가,"엄마의 갑작스러운 죽음으로
 ‘베스’ 이모의 집으로 오게 된 ‘올리비아’와 ‘클레어’.
 그날 밤, 기묘한 목소리를 듣게 된 ‘클레어’는 언니 몰래
 출입금지였던 지하실로 들어가게 되고,
 그곳에서 충격적인 실체와 마주하게 되는데…",https://movie-phinf.pstatic.net/20211006_242/16334966809722d0b0_JPEG/movie_image.jpg?type=m203_290_2
빌어먹을 : 웰컴 투 헬,"액션, 코미디",오스트레일리아,94분,2021 .10.07 개봉,알리스터 그리어슨,"벤 오툴, 메그 프레이저",청소년 관람불가,"은행 강도를 과잉진압해 교도소에서 8년을 보내고 나온 ‘렉스’(벤 오툴)는
 사람들의 관심을 피해 핀란드 ‘헬’싱키로 떠난다.
 
 하지만 그곳에서 여유를 느끼는 것도 잠시,
 ‘렉스’는 식인을 즐기는 가족들에게 납치당하고
 
 두 손이 묶인 채 깨어난 그의 앞에
 식인 가족의 아름다운 딸 ‘알리아’(메그 프래이저)가 나타나는데…",https://movie-phinf.pstatic.net/20210929_67/1632881295368Htp1q_JPEG/movie_image.jpg?type=m203_290_2
빛과 철,드라마,한국,107분,2021 .02.18 개봉,배종대,"염혜란(영남), 김시은(희주), 박지후(은영)",12세 관람가,"두 여자가 한 교통사고로 남편들을 잃었다.
 희주의 남편은 죽었고, 영남의 남편은 2년째 의식불명.
 2년 만에 고향에 돌아온 희주는 우연히 영남을 맞닥뜨리고,
 영남의 딸 은영은 희주의 주위를 의뭉스럽게 맴돈다.
 
 하나의 사건, 각자의 이유, 조각난 진실···
 빛과 빛, 철과 철이 부딪치던 그날 밤의 비밀이 밝혀진다",https://movie-phinf.pstatic.net/20210203_43/16123289905147UkNJ_JPEG/movie_image.jpg?type=m203_290_2
빛나는 순간,드라마,한국,95분,2021 .06.30 개봉,소준문,"고두심(진옥), 지현우(경훈)",12세 관람가,"‘바다에서 숨 오래 참기’로 기네스북에 오른 제주 해녀 진옥(고두심)
 성질도, 물질도 제주에서 그를 이길 사람이 없다.
 진옥을 취재하기 위해 서울에서 내려온 다큐멘터리 PD 경훈(지현우)
 하지만 진옥의 반응은 냉담하다.
 경훈은 진옥의 마음을 열기 위해 그의 주위를 맴돌기 시작하고,
 진옥은 바다에 빠진 경훈의 목숨을 구해준 이후
 자신과 같은 상처를 가졌음을 알고 경훈에게 마음을 연다.
 제주 그리고 해녀의 삶에 깊숙이 들어가게 된 경훈
 그런 경훈을 통해 진옥은 생전 처음 느껴보는 감정들을 마주하기 시작하는데…
 당신을 만나고 비로소 알게 된,
 나의 가장 빛나는 순간",https://movie-phinf.pstatic.net/20210630_227/1625035301941FCenY_JPEG/movie_image.jpg?type=m203_290_2
빛의 아버지: 파이널 판타지 XIV,드라마,일본,114분,2021 .01.14 개봉,"노구치 테루오, 야마모토 키요시","사카구치 켄타로, 요시다 코타로, 사쿠마 유이",전체 관람가,"승진을 앞두고 있던 아키오의 아버지는 돌연 회사를 그만두고 집으로 돌아오게 된다.
 무슨 생각을 하고 있는지 도통 모르겠는 아버지와 자연스럽게 소통하고자
 어릴 적 함께 했던 게임 '파이널 판타지 14'를 선물로 드린 아키오.
 
 자신의 정체를 속이고 게임 속에서 아버지를 빛의 전사로 만들기 위한
 '빛의 아버지' 프로젝트를 시작하며 많은 이야기를 나누는데..
 
 과연 아키오와 아버지는 소원했던 관계를 회복하고 가까워질 수 있을까?",https://movie-phinf.pstatic.net/20201221_93/1608529235609WlllI_JPEG/movie_image.jpg?type=m203_290_2
쁘떼뜨,멜로/로맨스,독일,127분,2021 .03.10 개봉,마틴 슈라이어,"에밀리아 슐레, 데니스 모옌, 마이클 귀스덱",12세 관람가,"독일 베를린의 엑스트라 배우 ‘에밀’은 영화 촬영장에서 만난
 프랑스의 여배우 ‘베아트리체’의 대역 댄서인 ‘밀루’에게 한눈에 반한다.
 서로의 공감대를 통해 급속도로 가까워진 두 사람.
 하지만 동독이 국경을 폐쇄하고 베를린 장벽을 세우면서
 ‘밀루’는 파리로 돌아가고, 아픈 시대는 두 사람을 갈라놓는다.
 
 “인생에서 가장 눈부신 한 주였어요”
 
 ‘에밀’은 사랑하는 ‘밀루’를 다시 만나기 위해
 ‘베아트리체’를 섭외하기 위한 영화를 만들기로 계획하지만,
 예기치 못한 상황들로 두 남녀는 미묘하게 엇갈리는데..
 
 우연이 운명이 되는 순간,
 오직 한 사람을 위한 영화가 시작된다!",https://movie-phinf.pstatic.net/20210122_173/1611283119153bEyVb_JPEG/movie_image.jpg?type=m203_290_2
쁘띠 마망,"드라마, 판타지",프랑스,72분,2021 .10.07 개봉,셀린 시아마,"조세핀 산스(넬리), 가브리엘 산스(마리옹)",전체 관람가,"외할머니의 유품을 정리하기 위해,
 엄마 ‘마리옹’과 함께 시골집으로 내려온 ‘넬리’.
 
 어린시절 엄마의 추억이 깃든 그곳에서
 ‘넬리’는 엄마와 이름이 같은 동갑내기 ‘마리옹’을 만나게 된다.
 
 단숨에 서로에게 친밀함을 느끼는 ‘넬리’와 ‘마리옹’!
 하지만 ‘넬리’는 이 우연한 만남 속에서 반짝이는 비밀을 알게 되는데…
 
 “나 비밀이 있어.
 내 비밀이면서, 네 비밀이기도 해”",https://movie-phinf.pstatic.net/20210917_227/1631842790698OTIjB_JPEG/movie_image.jpg?type=m203_290_2
사라센의 칼,"드라마, 가족",한국,83분,2021 .01.14 개봉,임재영,"신지수(윤아), 검비르(알란)",15세 관람가,"피 묶은 6달러 지폐를 꼭 쥐고 도망치듯 떠나온 ‘윤아’(신지수)는
 인적이 드문 유리 공장에서 공장 매니저 김반장의 통솔하에 남자 직원들과 외국인 이주 노동자 ‘알란’(검비르), 새로 들어온 ‘은지’와 함께 생활한다. 외롭고 힘든 시간을 보내는 윤아는 알란과 은지와 점점 가까워 지지만, 이들과 함께할수록 그리운 엄마와 아픈 기억이 떠올라 혼란스러워 한다. 그러던 중 알란이 항상 몸에 지니고 다니던 사라센의 칼로 인해 뜻하지 않은 사건들이 발생하는데…",https://movie-phinf.pstatic.net/20201215_139/1608005378936rhR8S_JPEG/movie_image.jpg?type=m203_290_2
사라져버린,"액션, 공포, 스릴러",미국,114분,2021 .01.11 개봉,피터 파시넬리,"앤 헤이시(웬디), 토마스 제인(폴), 제이슨 패트릭(베이커)",15세 관람가,캠핑카를 타고 다니며 가족 여행중인 폴과 웬디 가족. 언제나처럼 한적한 마을의 가족 캠핑장 에서 머무르던 중 외동딸 테일러가 갑자기 사라진다. 보안관과 마을 사람들을 총동원한 수색에도 흔적조차 나오지 않는다. 폴과 웬디는 주변 사람들의 수상한 모습들을 발견하고 직접 아이를 찾기 시작한다. 그리고 그 마을에 숨겨진 무시무시한 비밀을 알게 되고 딸을 찾기 위한 목숨을 건 싸움을 시작한다.,https://movie-phinf.pstatic.net/20201012_284/1602468229034kDYd3_JPEG/movie_image.jpg?type=m203_290_2
사랑하고 사랑받고 차고 차이고,"드라마, 멜로/로맨스",일본,124분,2021 .06.16 개봉,미키 타카히로,"하마베 미나미, 키타무라 타쿠미, 아카소 에이지",12세 관람가,"모두가 행복한 사랑을 바라는 ‘아카리’(하마베 미나미)와
 한 발 뒤에서 사랑을 기다리는 ‘유나’(후쿠모토 리코).
 
 서로 정반대의 성격이지만
 우연한 계기로 친구가 된 둘.
 
 고등학교 첫 학기가 시작되고
 ‘아카리’와 ‘유나’에게도
 마음을 전하고 싶은 상대가 생겼다.
 
 “너도 내 마음과 같을까…?”
 
 조금씩 천천히, 너에게로 가는 길
 열일곱, 우리들의 성장형 청춘 로맨스",https://movie-phinf.pstatic.net/20210521_43/1621563714733ScQVQ_JPEG/movie_image.jpg?type=m203_290_2
